,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,audio_valence
785,Rosanna,62.0,330986.0,0.0184,0.519,0.695,0.000617,7.0,0.5760000000000001,-7.218999999999999,0.0,0.0354,82.314,0.713
786,Wake Me Up Before You Go-Go - Remastered,62.0,232280.0,0.0986,0.607,0.795,0.0,0.0,0.059,-5.1370000000000005,1.0,0.0496,81.298,0.815
787,Maneater,76.0,271893.0,0.0351,0.727,0.685,4.429999999999999e-05,11.0,0.0973,-7.159,0.0,0.0398,88.75,0.812
788,Take On Me,85.0,225280.0,0.018,0.573,0.902,0.00125,6.0,0.0928,-7.638,0.0,0.054,84.412,0.8759999999999999
789,In Your Eyes,13.0,329013.0,0.0623,0.636,0.7240000000000001,6.62e-06,11.0,0.0973,-7.327999999999999,0.0,0.0367,89.319,0.632
790,Never Gonna Give You Up,55.0,212400.0,0.0262,0.695,0.976,2.4100000000000003e-05,8.0,0.182,-6.982,1.0,0.0428,113.357,0.937
791,Your Love,72.0,221840.0,0.103,0.555,0.757,1.16e-06,1.0,0.0631,-7.867999999999999,0.0,0.0601,129.607,0.5820000000000001
792,Dancing In the Dark,75.0,241306.0,0.0115,0.527,0.942,0.0,1.0,0.188,-5.64,,0.0366,148.72299999999998,0.495
793,99 Luftballons,58.0,231466.0,0.0915,0.636,0.467,1.7e-06,4.0,0.1169999999999999,-10.1,1.0,0.0421,96.639,0.58
794,Girls Just Want to Have Fun,69.0,238120.0,0.214,0.7070000000000001,0.7879999999999999,0.000571,6.0,0.308,-5.269,1.0,0.0333,120.465,0.746
795,Thunderstruck,82.0,292880.0,0.000147,0.501,0.889,0.0114,4.0,0.217,-5.175,1.0,0.0364,133.519,0.257
796,Rock You Like a Hurricane,62.0,254346.0,0.000265,0.584,0.833,0.00595,11.0,0.32,-5.824,1.0,0.0358,124.018,0.6709999999999999
797,Danger Zone,71.0,215133.0,0.241,0.544,0.897,0.0,3.0,0.13,-6.056,0.0,0.0471,157.17,0.647
798,Faith - Remastered,75.0,193200.0,0.0094,0.887,0.48,3.58e-05,11.0,0.0662,-11.994000000000002,1.0,0.1169999999999999,95.846,0.607
799,I Ran,57.0,219906.0,0.0004179999999999,0.537,0.815,0.807,2.0,0.1939999999999999,-6.207999999999999,1.0,0.0348,145.424,0.691
800,You Can Call Me Al,69.0,276360.0,0.126,0.777,0.725,0.0108,5.0,0.0917,-9.012,1.0,0.047,128.349,0.851
801,We Built This City,75.0,296080.0,0.052,0.6609999999999999,0.908,0.0,5.0,0.0708,-4.897,1.0,0.039,144.091,0.6559999999999999
802,What I Like About You,70.0,175400.0,0.319,0.542,0.915,5.34e-05,9.0,0.171,-9.637,1.0,0.0549,159.81,0.92
803,Somebody's Watching Me - Single Version,69.0,237760.0,0.0409,0.767,0.7120000000000001,8.08e-05,1.0,0.132,-4.128,0.0,0.0324,124.091,0.804
804,Nothing's Gonna Stop Us Now,75.0,270333.0,0.0298,0.643,0.8009999999999999,0.0,6.0,0.0719,-4.921,1.0,0.0228,95.988,0.534
805,How Will I Know,48.0,273413.0,0.2019999999999999,0.838,0.664,0.000146,6.0,0.621,-9.176,1.0,0.0445,119.6,0.929
806,Caribbean Queen (No More Love On the Run),56.0,244440.0,0.176,0.785,0.6709999999999999,6.45e-05,5.0,0.0955,-7.047000000000001,1.0,0.0267,113.805,0.95
807,(I've Had) The Time of My Life,21.0,289680.0,0.0476,0.6970000000000001,0.665,0.00665,6.0,0.0796,-12.907,0.0,0.0412,108.535,0.485
808,You're The Inspiration - 2006 Remastered Version,72.0,229240.0,0.368,0.583,0.602,0.0,11.0,0.22,-6.364,1.0,0.0274,74.008,0.3879999999999999
809,Walk This Way (feat. Aerosmith),69.0,309760.0,0.00796,0.759,0.578,8.18e-05,6.0,0.0605,-12.56,0.0,0.0468,105.598,0.944
810,The Final Countdown,63.0,236760.0,0.0201,0.544,0.738,0.00138,6.0,0.0497,-9.587,0.0,0.04,117.826,0.375
811,Break My Stride,62.0,180240.0,0.2,0.901,0.654,0.0,10.0,0.165,-10.15,1.0,0.0655,110.131,0.7809999999999999
812,Who Can It Be Now?,61.0,203266.0,0.0444,0.807,0.83,0.000358,4.0,0.0842,-4.04,1.0,0.0367,128.501,0.954
813,Kiss,75.0,226240.0,0.0135,0.898,0.271,0.00138,7.0,0.0461,-12.238,1.0,0.091,111.485,0.742
814,Beds Are Burning - Remastered,66.0,258173.0,0.00539,0.754,0.496,0.000152,0.0,0.0871,-8.7,1.0,0.0351,119.186,0.341
815,Jessie's Girl,70.0,192866.0,0.0752,0.688,0.706,0.0,2.0,0.0924,-7.925,1.0,0.042,131.705,0.8420000000000001
816,We Belong - Single Version,12.0,222320.0,0.415,0.705,0.59,0.0,5.0,0.271,-5.2010000000000005,1.0,0.0407,135.17600000000002,0.344
817,You Shook Me All Night Long,77.0,210173.0,0.0028699999999999,0.532,0.767,0.000513,7.0,0.39,-5.509,1.0,0.0574,,0.755
818,Let's Hear It for the Boy,61.0,261893.0,0.177,0.7829999999999999,0.573,8.499999999999999e-05,7.0,0.043,-8.521,1.0,0.0462,122.744,0.789
819,Keep on Loving You - Remastered,71.0,200293.0,0.0519,0.306,0.722,0.0,0.0,0.1169999999999999,-5.962999999999999,,0.034,174.732,0.41
820,"Take My Breath Away - Love Theme from ""Top Gun""",72.0,255733.0,0.0613,0.497,0.7190000000000001,0.0,6.0,0.411,-9.397,1.0,0.0266,95.769,0.547
821,It's Still Rock and Roll to Me,62.0,177266.0,0.0958,0.745,0.655,1.99e-06,5.0,0.0895,-7.588999999999999,1.0,0.166,141.429,0.5820000000000001
822,Hold Me Now,52.0,286666.0,0.6579999999999999,0.787,0.517,1.07e-05,7.0,0.292,-12.794,1.0,0.0332,108.186,0.885
823,Everyday People,49.0,159986.0,0.0265,0.5710000000000001,0.871,0.0,7.0,0.102,-6.226,1.0,0.0621,119.852,0.7490000000000001
824,Cum on Feel the Noize,68.0,290960.0,0.00719,0.409,0.92,0.00105,11.0,0.0823,-5.439,0.0,0.12,145.085,0.37
825,Talking In Your Sleep,48.0,236866.0,0.00673,0.708,0.851,0.0001699999999999,9.0,0.104,-10.996,0.0,0.0329,129.773,0.982
826,Jump (For My Love),63.0,263440.0,0.107,0.86,0.705,8.87e-06,10.0,0.149,-12.514,0.0,0.0894,134.395,0.8540000000000001
827,Working for the Weekend,15.0,220706.0,0.027,0.526,0.924,0.000728,7.0,0.598,-5.591,1.0,0.0391,147.28,0.7929999999999999
828,Faithfully,70.0,267080.0,0.0979,0.2019999999999999,0.644,0.0,11.0,0.109,-5.212000000000001,1.0,0.0324,85.04,0.252
829,Rock the Casbah - Remastered,72.0,222426.0,0.287,0.7959999999999999,0.872,0.0,9.0,0.284,-6.722,0.0,0.0573,129.894,0.866
830,Can't Fight This Feeling,73.0,294773.0,0.155,0.408,0.48,1.82e-05,9.0,0.0877,-11.017,1.0,0.0266,156.344,0.19
831,Oh Sherrie,36.0,228800.0,0.312,0.5770000000000001,0.665,8.89e-05,5.0,0.138,-5.572,1.0,0.0285,101.807,0.305
832,I'm on Fire,72.0,155880.0,0.589,0.62,0.446,0.0299,1.0,0.0727,-14.451,0.0,0.0347,88.59100000000001,0.868
833,I Want Candy,57.0,164533.0,0.0062299999999999,,0.649,0.0625,7.0,0.0592,-12.935,1.0,0.0642,109.984,0.76
834,"Ghostbusters - From ""Ghostbusters""",55.0,245600.0,0.0192,0.787,0.588,0.0205,6.0,0.347,-14.228,0.0,0.0355,115.513,0.8029999999999999
835,Take Me Home Tonight,63.0,211466.0,0.118,0.622,0.845,0.0,1.0,0.0984,-5.984,1.0,0.0324,132.752,0.715
836,You Got It,54.0,211226.0,0.5660000000000001,0.652,0.634,1.08e-06,9.0,0.15,-9.914,1.0,0.0261,114.681,0.674
837,"I'm Alright (Theme from ""Caddyshack"")",40.0,227040.0,0.0902,0.5579999999999999,0.867,0.0,7.0,0.3779999999999999,-6.439,1.0,0.0449,163.213,0.942
838,Shake Your Body (Down to the Ground) - Single Edit,61.0,224893.0,0.0307,0.774,0.8029999999999999,0.0,0.0,0.347,-4.959,,0.0877,117.778,0.813
839,Walk Like an Egyptian,65.0,204706.0,0.00344,0.7240000000000001,0.8909999999999999,4.66e-05,11.0,0.3,-7.818,1.0,0.0995,103.022,0.8190000000000001
840,Total Eclipse of the Heart,75.0,269786.0,0.195,0.435,0.6579999999999999,0.0,8.0,0.102,-8.179,1.0,0.0661,130.276,0.184
841,You Spin Me Round (Like a Record),72.0,199666.0,0.0308,0.5670000000000001,0.943,0.0966,6.0,0.544,-7.992000000000001,0.0,0.0387,128.207,0.965
842,Hypnotize (feat. Pam Long) - 2016 Remastered,50.0,229906.0,0.165,0.9,0.6809999999999999,0.0,9.0,0.23,-3.758,1.0,0.2739999999999999,93.927,0.638
843,California Love - Original Version,75.0,284480.0,0.0292,0.7609999999999999,0.847,2.26e-06,7.0,0.39,-3.068,1.0,0.0417,91.519,0.765
844,Don't Believe The Hype,54.0,319493.0,0.0142,0.884,0.472,0.0,11.0,,-13.776,1.0,0.346,98.425,0.826
845,"Flava In Ya Ear (feat. The Notorious B.I.G., LL Cool J, Busta Rhymes & Rampage) - 2016 Remastered",51.0,302866.0,0.203,0.5,0.899,0.0,9.0,0.177,-3.907,0.0,0.467,177.815,0.754
846,The Rain (Supa Dupa Fly),61.0,246173.0,0.1169999999999999,0.8540000000000001,0.58,0.00471,1.0,0.0921,-10.008,1.0,0.217,162.116,0.7
847,The World Is Yours,59.0,290573.0,0.2739999999999999,0.6779999999999999,0.794,1.68e-06,10.0,0.124,-6.186,0.0,0.14,87.374,0.54
848,Hip Hop Hooray,69.0,267266.0,0.102,0.862,0.642,0.0,6.0,0.272,-13.652,0.0,0.1009999999999999,99.201,0.765
849,Keep Their Heads Ringin',64.0,305573.0,0.0442,0.672,0.785,0.00253,9.0,0.136,-4.214,0.0,0.109,90.574,0.2189999999999999
850,Juicy - 2016 Remastered,47.0,302546.0,0.487,0.858,0.8959999999999999,0.0,9.0,0.235,-2.344,1.0,0.26,96.0,0.7829999999999999
851,Gangsta's Paradise,82.0,240693.0,0.0655,0.647,0.514,0.0,8.0,0.3979999999999999,-10.05,1.0,0.0593,79.97399999999999,0.387
852,Gin And Juice (feat. Dat Nigga Daz),76.0,211493.0,0.0285,0.5489999999999999,0.853,0.000296,7.0,0.618,-4.293,1.0,0.188,94.695,0.346
853,Crush On You,57.0,275640.0,0.278,0.8270000000000001,0.635,0.0001189999999999,11.0,0.109,-6.77,0.0,0.251,88.87,0.7659999999999999
854,The Humpty Dance,62.0,391693.0,0.0341,0.813,0.693,0.0,10.0,0.121,-8.0,0.0,0.266,103.508,0.618
855,Cause I Can Do It Right,42.0,249506.0,0.309,0.769,0.6809999999999999,1.2e-05,1.0,0.248,-12.906,1.0,0.136,108.462,0.901
856,Jump Around,77.0,214946.0,0.0113,0.8540000000000001,0.71,8.72e-05,4.0,0.166,-6.32,0.0,0.0793,106.894,0.818
857,Put Your Hands Where My Eyes Could See,65.0,194293.0,0.00864,0.906,0.623,4.19e-06,1.0,0.0753,-6.711,0.0,0.303,99.498,0.715
858,"It's All About The Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",56.0,278200.0,0.0405,0.856,0.696,8.75e-06,6.0,0.0901,-3.51,1.0,0.226,89.738,0.718
859,Sexy M.F.,48.0,326093.0,0.1689999999999999,0.77,0.7440000000000001,,2.0,0.0537,-8.133,1.0,0.0937,106.15,0.5479999999999999
860,Rump Shaker,44.0,311506.0,0.00372,0.865,0.836,0.00551,1.0,0.301,-6.087999999999999,1.0,0.225,102.754,0.248
861,Hail Mary,68.0,309800.0,0.158,0.654,0.637,1.28e-05,10.0,0.3379999999999999,-6.915,0.0,0.293,81.947,0.364
862,I Got 5 On It,61.0,253533.0,0.193,0.583,0.6920000000000001,0.0,10.0,0.121,-7.932,0.0,0.362,174.141,0.595
863,Who Am I (What's My Name)?,72.0,246320.0,0.000136,0.6920000000000001,0.833,1.98e-05,7.0,0.515,-3.974,1.0,0.0492,96.814,0.6920000000000001
864,U.N.I.T.Y.,18.0,251906.0,0.00561,0.659,0.738,0.0,4.0,0.319,-4.077,0.0,0.362,93.796,0.516
865,Mama Said Knock You Out,46.0,287893.0,0.0402,0.802,0.794,0.5,10.0,,-7.351,0.0,0.125,102.37,0.614
866,Mind Playing Tricks on Me,67.0,308733.0,0.207,0.8859999999999999,0.512,0.0,10.0,0.0991,-11.825,0.0,0.237,93.997,0.4539999999999999
867,I Get Around,71.0,259000.0,0.157,0.8490000000000001,0.422,1.19e-05,10.0,0.255,-13.95,0.0,0.122,96.216,0.624
868,Big Poppa,75.0,252746.0,0.432,0.778,0.578,0.0,9.0,0.138,-7.22,0.0,0.2739999999999999,84.48700000000001,0.758
869,"Shook Ones, Pt. II",77.0,325506.0,0.0146,0.763,0.7859999999999999,0.0114,10.0,0.0817,-6.472,0.0,0.2289999999999999,93.857,0.504
870,Runnin',65.0,296266.0,0.0287,0.754,0.785,0.00144,10.0,0.319,-8.177999999999999,0.0,0.18,94.123,0.821
871,N.Y. State of Mind,64.0,293973.0,0.0394,0.665,0.91,0.0,6.0,0.2269999999999999,-4.682,0.0,0.223,84.09899999999999,0.887
872,Bring Da Ruckus,64.0,251466.0,0.2339999999999999,0.794,0.627,0.0,11.0,0.35,-9.431,1.0,0.36,87.554,0.518
873,Oh My God,55.0,208840.0,0.0327,0.866,0.698,0.0187,10.0,0.108,-7.976,0.0,0.272,94.64,0.713
874,Informer,64.0,268910.0,0.0984,0.763,0.742,0.0,6.0,0.38,-10.975,0.0,0.188,98.145,0.483
875,Killing Me Softly With His Song,72.0,298773.0,0.0279,0.765,0.29,1.02e-06,4.0,0.5710000000000001,-17.117,0.0,0.139,92.409,0.506
876,Love Like This - 2016 Remaster,45.0,271920.0,0.00381,0.7090000000000001,0.7140000000000001,0.0,0.0,0.0513,-4.038,1.0,0.0786,100.866,0.759
877,Feel So Good - 2016 Remastered,45.0,204666.0,0.168,0.762,0.773,0.0,1.0,0.1169999999999999,-6.037000000000001,0.0,0.255,105.154,0.568
878,Insane in the Brain,46.0,210160.0,0.0208,0.901,0.63,,8.0,0.103,-10.841,0.0,0.188,102.182,0.73
879,Baby Got Back,27.0,262826.0,0.00471,0.933,0.664,0.0,1.0,0.0908,-11.281,1.0,0.311,128.467,0.616
880,Sabotage,73.0,178440.0,0.032,0.324,0.938,0.0321,6.0,0.0961,-7.332000000000001,0.0,0.102,168.13099999999997,0.5429999999999999
881,O.P.P,60.0,271066.0,0.0326,0.848,0.838,4.63e-06,4.0,0.124,-11.949000000000002,0.0,0.0723,97.735,0.774
882,Fight The Power,56.0,282640.0,0.00484,0.797,0.5820000000000001,2.04e-06,2.0,0.517,-12.97,1.0,0.255,105.974,
883,Poison,49.0,261866.0,0.00217,0.838,0.575,0.00872,6.0,0.6409999999999999,-10.126,0.0,0.221,111.892,0.726
884,U Can't Touch This,73.0,257360.0,0.00456,0.867,0.517,0.000339,11.0,0.0864,-13.222,0.0,0.0875,133.148,0.866
885,Tennessee - Remastered,45.0,272706.0,0.0284,0.815,0.851,0.0,1.0,0.3429999999999999,-3.667,0.0,0.178,99.915,0.674
886,Around The Way Girl,48.0,246533.0,0.00435,0.608,0.669,0.0109,1.0,0.337,-10.834,0.0,0.335,202.062,0.679
887,Can't You See (feat. The Notorious B.I.G.) - 2016 Remastered,42.0,279520.0,0.195,0.7070000000000001,0.735,5.88e-06,8.0,0.347,-4.881,0.0,0.0615,86.271,0.8290000000000001
888,Get Ur Freak On,73.0,211120.0,0.5329999999999999,0.797,0.75,0.108,0.0,0.095,-9.369,1.0,0.247,177.87,0.74
889,Can I Kick It?,72.0,251573.0,0.173,0.848,0.6659999999999999,0.000699,0.0,0.129,-6.547000000000001,1.0,0.2739999999999999,96.662,0.7440000000000001
890,Anywhere - 2016 Remastered,41.0,247213.0,0.183,0.583,0.557,0.0,7.0,0.109,-6.045,0.0,0.27,125.888,0.856
891,"Very Special - feat. Spinderella, Laree Williams And Karen Anderson",44.0,305013.0,0.241,0.6859999999999999,0.3979999999999999,0.0,8.0,0.0573,-13.361,0.0,0.143,80.22800000000001,0.688
892,Woo Hah!! Got You All In Check,42.0,271973.0,0.127,0.8420000000000001,0.831,0.0,1.0,0.0881,-7.072,1.0,0.242,92.053,0.8140000000000001
893,Return Of The Mack,73.0,213093.0,0.00631,0.715,0.833,0.0,2.0,0.1639999999999999,-5.379,1.0,0.108,95.487,0.612
894,Just A Friend,63.0,238266.0,0.12,0.862,0.6629999999999999,0.0,0.0,0.318,-9.004,1.0,0.21,85.30799999999999,0.8370000000000001
895,Shimmy Shimmy Ya,68.0,,0.0969999999999999,0.8140000000000001,0.481,3.83e-05,0.0,0.0495,-5.183,1.0,0.245,96.252,0.193
896,Money Ain't a Thang,58.0,254253.0,0.0581,0.8540000000000001,0.738,0.0,6.0,0.106,-7.284,0.0,0.244,100.0,0.847
897,Got Your Money (feat. Kelis),65.0,239546.0,0.0516,0.934,0.4589999999999999,0.0,1.0,0.222,-7.654,1.0,0.1889999999999999,103.04,0.6970000000000001
898,Knockin' Boots,32.0,233120.0,0.0877,0.941,0.6779999999999999,0.0,7.0,0.358,-8.193999999999999,1.0,0.287,101.399,0.625
899,Gettin' Jiggy Wit It,72.0,227694.0,0.0175,0.8809999999999999,0.8740000000000001,1.19e-06,6.0,0.154,-4.505,1.0,0.139,107.891,0.858
900,Gone Till November,47.0,207466.0,0.0888,0.677,0.503,1.4800000000000002e-05,4.0,0.182,-9.027,1.0,0.0867,85.926,0.417
901,Rebirth Of Slick (Cool Like Dat),58.0,261266.0,0.0476,0.884,0.3339999999999999,0.0588,1.0,0.107,-18.943,0.0,0.228,98.315,0.5710000000000001
902,No Scrubs,51.0,218026.0,0.0463,0.799,0.642,0.0,8.0,0.0616,-5.523,0.0,0.13,92.907,0.536
903,Doo Wop (That Thing),76.0,320266.0,0.0393,0.535,0.505,0.0,2.0,0.0923,-8.926,0.0,0.245,99.935,0.495
904,Summertime - Single Edit,47.0,237093.0,0.00328,0.614,0.752,0.0,7.0,0.379,-6.271,1.0,0.0652,95.018,0.444
905,Ghetto Supastar (That is What You Are),70.0,261133.0,0.0335,0.818,0.653,5.46e-06,1.0,0.22,-8.396,1.0,0.204,99.931,0.5329999999999999
906,Jump,69.0,195106.0,0.0005009999999999,0.7490000000000001,0.745,0.00403,2.0,0.3329999999999999,-10.625,1.0,0.1639999999999999,101.972,0.481
907,No Diggity,81.0,304600.0,0.303,0.868,0.6459999999999999,0.0,1.0,0.284,-4.674,0.0,0.288,88.641,0.67
908,Still Not a Player (feat. Joe),53.0,236120.0,0.19,0.902,0.653,0.000983,4.0,0.0895,-5.425,0.0,0.284,94.069,0.863
909,I Wish - Radio Edit,63.0,252306.0,0.00826,0.715,0.738,0.0,7.0,0.26,-10.139,1.0,0.157,97.877,0.573
910,Regulate,76.0,248866.0,0.29,0.845,0.51,2.39e-06,11.0,0.114,-13.064,0.0,0.2239999999999999,95.265,0.74
911,Now That We Found Love,45.0,257693.0,0.0312,0.72,0.8909999999999999,0.0,8.0,0.21,-7.911,1.0,0.0761,119.976,0.7
912,I'll Be There For You/You're All I Need To Get By,10.0,307506.0,0.144,0.6970000000000001,0.828,2.03e-06,1.0,0.3339999999999999,-3.733,0.0,0.0963,95.052,0.555
913,It Was A Good Day,64.0,260306.0,0.135,0.78,0.754,0.0339,5.0,0.0467,-5.377000000000001,0.0,0.0949,82.395,0.81
914,Funkdafied,50.0,185933.0,0.0757,0.802,0.461,0.0,11.0,0.109,-12.367,0.0,0.302,90.995,0.74
915,On & On,52.0,225973.0,0.0534,0.758,0.408,0.00268,4.0,0.296,-10.751,1.0,0.159,80.485,0.367
916,Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),39.0,218186.0,0.00561,0.4,0.841,0.0,11.0,0.3379999999999999,-5.367999999999999,1.0,0.148,91.162,0.62
917,Under The Bridge,67.0,265506.0,0.0168,0.5539999999999999,0.49,0.000534,4.0,0.136,-8.046,1.0,0.0457,84.275,0.513
918,Drive,76.0,232453.0,0.0562,0.645,0.792,0.0121,4.0,0.119,-7.34,0.0,0.036,90.565,0.6659999999999999
919,Torn - Acoustic MTV Unplugged,61.0,186400.0,0.7190000000000001,0.5379999999999999,0.471,0.0,5.0,0.109,-8.402999999999999,1.0,0.0441,93.808,0.499
920,Wonderwall,21.0,258906.0,0.00212,0.412,0.8490000000000001,0.0,2.0,0.13,-5.625,1.0,0.0361,174.428,0.486
921,Give Me One Reason,71.0,268333.0,0.602,0.608,0.419,7.58e-06,11.0,0.108,-10.016,1.0,0.0331,100.22,0.602
922,High And Dry,74.0,257480.0,0.0718,0.418,0.3829999999999999,0.0177,4.0,0.0896,-11.782,1.0,0.0257,87.773,0.352
923,Sunny Came Home,62.0,264200.0,0.344,0.5539999999999999,0.58,0.00842,11.0,0.0989,-8.05,0.0,0.0322,167.83,0.402
924,Fade Into You,72.0,295600.0,0.245,0.42,0.33,0.000679,9.0,0.0677,-13.925,1.0,0.0275,157.143,0.175
925,Hallelujah,57.0,413826.0,0.931,0.3229999999999999,0.136,0.00119,0.0,0.176,-10.33,1.0,0.0318,96.88,0.0828
926,Bitter Sweet Symphony,32.0,358426.0,0.0415,0.389,0.889,0.0,9.0,0.4629999999999999,-6.546,1.0,0.0442,171.12099999999998,0.524
927,Meet Virginia,67.0,239933.0,0.0863,0.675,0.5529999999999999,7.58e-06,7.0,0.118,-7.775,1.0,0.0486,90.02,0.594
928,How's It Going To Be,67.0,253413.0,0.00327,0.562,0.593,0.00139,5.0,0.0967,-9.362,1.0,0.0263,80.289,
929,Iris,77.0,289533.0,0.00125,0.315,0.715,7.97e-06,11.0,0.0942,-8.072000000000001,0.0,0.0362,155.925,0.497
930,Mr. Jones,78.0,272506.0,0.211,0.581,0.8170000000000001,1.42e-06,0.0,0.246,-6.542000000000001,1.0,0.0382,141.607,0.779
931,Good Riddance (Time of Your Life),77.0,153466.0,0.183,0.475,0.432,0.0,7.0,0.161,-7.843999999999999,1.0,0.0302,94.605,0.648
932,,66.0,254480.0,0.7909999999999999,0.5820000000000001,0.33,1.48e-06,6.0,0.105,-7.928,1.0,0.0347,111.873,0.407
933,Fake Plastic Trees,70.0,290706.0,0.1669999999999999,0.4539999999999999,0.2289999999999999,0.102,2.0,0.2019999999999999,-12.592,1.0,0.0297,73.55199999999999,0.134
934,Zombie - Acoustic Version,64.0,241560.0,0.00414,0.469,0.427,3.77e-05,4.0,0.128,-7.954,0.0,0.0241,84.053,0.0821
935,Don't Speak,39.0,263000.0,0.24,0.522,0.7070000000000001,2.04e-05,5.0,0.156,-7.113,0.0,0.0354,76.05,0.5720000000000001
936,Save Tonight,75.0,242733.0,8.14e-05,0.547,0.7070000000000001,0.000149,0.0,0.285,-8.74,1.0,0.0338,119.576,0.654
937,Glycerine - Acoustic,14.0,212893.0,0.56,0.648,0.278,0.00728,11.0,0.122,-9.25,0.0,0.037,118.827,0.303
938,The Freshmen,65.0,269466.0,0.0757,0.5710000000000001,0.505,1.04e-05,1.0,0.109,-9.312,0.0,0.0238,99.562,0.276
939,Loser,70.0,235000.0,0.0341,0.66,0.627,9.64e-05,6.0,0.385,-10.397,0.0,0.124,85.44,0.789
940,,19.0,265893.0,0.0218,0.768,0.7440000000000001,0.7120000000000001,8.0,0.063,-11.267,1.0,0.0338,127.036,0.963
941,Losing My Religion,28.0,267733.0,0.0767,0.672,0.841,0.0,9.0,0.135,-5.992000000000001,0.0,0.0285,125.437,0.82
942,Push,72.0,238666.0,0.0067,0.42,0.672,0.0,6.0,,-7.902,1.0,0.027,168.019,0.476
943,When I Come Around,74.0,178000.0,0.0175,0.531,0.909,0.0,11.0,0.231,-4.236000000000001,1.0,0.034,97.546,0.8140000000000001
944,What It's Like,17.0,303133.0,0.0904,0.6779999999999999,0.556,0.0334,0.0,0.0866,-7.422999999999999,1.0,0.0281,85.15799999999999,0.405
945,Plush - Acoustic,63.0,230293.0,0.7120000000000001,0.644,0.363,0.0,5.0,0.659,-11.019,0.0,0.0397,133.39600000000002,0.303
946,Everlong - Acoustic Version,70.0,250906.0,0.909,0.643,0.344,0.0112,2.0,0.106,-11.342,1.0,0.0349,144.171,0.547
947,Name,66.0,270000.0,0.0691,0.4639999999999999,0.701,0.00182,9.0,0.0766,-5.943,1.0,0.0341,73.97,0.407
948,A Long December,59.0,295066.0,0.469,0.3979999999999999,0.591,0.000588,5.0,0.337,-6.925,1.0,0.0298,142.336,0.425
949,Kiss From A Rose - Acoustic Version,56.0,324066.0,0.743,0.659,0.407,0.0,4.0,0.0784,-9.718,0.0,0.0353,119.321,0.2689999999999999
950,More Than Words,69.0,334106.0,0.4679999999999999,0.615,0.129,0.0,6.0,0.114,-14.892,1.0,0.0286,91.769,0.249
951,Head Over Feet - Live/Unplugged Version,54.0,262560.0,0.0688,0.421,0.7340000000000001,0.0,0.0,0.974,-8.692,1.0,0.0511,168.77200000000002,0.34
952,All The Small Things,80.0,168000.0,0.0122,,0.8909999999999999,0.0,0.0,0.547,-4.763999999999999,1.0,0.057,148.599,0.695
953,Black Hole Sun,16.0,318040.0,0.000336,0.356,0.7170000000000001,0.0001199999999999,6.0,0.0727,-8.488999999999999,1.0,0.0367,105.78,0.193
954,Slide,69.0,212066.0,0.00483,0.395,0.843,0.0,8.0,0.0404,-4.476,1.0,0.0374,112.423,0.481
955,Crash into Me,68.0,316466.0,0.122,0.541,0.677,0.0191,4.0,0.0938,-10.764,1.0,0.0373,101.1,0.555
956,Santeria,24.0,183200.0,0.0223,0.6729999999999999,0.772,1.23e-06,1.0,0.141,-5.246,0.0,0.0427,90.356,0.585
957,Waterfalls,74.0,,0.311,0.77,0.505,7.4e-05,1.0,0.0777,-7.345,1.0,0.0828,171.798,0.757
958,No Diggity,81.0,304600.0,0.303,0.868,0.6459999999999999,0.0,1.0,0.284,-4.674,0.0,0.288,88.641,0.67
959,I Don't Want to Miss a Thing,78.0,298760.0,0.165,0.3829999999999999,0.662,0.0,2.0,0.248,-5.162000000000001,1.0,0.0333,121.154,0.138
960,She's so High,73.0,224693.0,0.2,0.537,0.84,2.15e-06,9.0,0.0998,-4.626,1.0,0.0363,124.269,0.211
961,When You Say Nothing At All,63.0,261120.0,0.7140000000000001,0.509,0.242,0.000365,3.0,0.127,-13.353,1.0,0.0291,169.642,0.4479999999999999
962,I Don't Want to Wait - Remastered Version,54.0,318773.0,0.315,0.391,0.514,5.87e-06,11.0,0.0567,-6.398,1.0,0.0447,177.872,0.437
963,Sex & Candy,70.0,173493.0,0.238,,0.5579999999999999,0.0,2.0,0.106,-9.159,1.0,0.0251,80.51100000000001,0.63
964,Where Is My Mind?,68.0,231666.0,0.0177,0.508,0.597,0.000856,4.0,0.091,-8.062999999999999,1.0,0.0396,81.98200000000001,0.185
965,Lovefool - Radio Edit,75.0,193893.0,0.0646,0.64,0.602,0.0,9.0,0.375,-7.902,1.0,0.0299,111.87,0.951
966,Kind & Generous,59.0,241013.0,0.35,0.593,0.611,0.5329999999999999,3.0,0.605,-6.773,1.0,0.0504,93.171,0.473
967,Karma Police,16.0,264066.0,0.0626,0.36,0.505,9.22e-05,7.0,0.172,-9.129,1.0,0.026,74.807,0.317
968,Alive,15.0,341160.0,0.00636,0.325,0.83,9.86e-06,2.0,0.255,-7.615,1.0,0.0415,74.992,0.56
969,Stellar - acoustic,49.0,195973.0,0.519,0.4029999999999999,0.498,0.0,9.0,0.267,-6.888,1.0,0.0332,128.192,0.351
